full_ID,set,manipulation,face_n,artificial,race_guess,race_ba,race_ea,race_hl,race_me,race_na,race_pi,race_se,race_sa,race_wc,prot_ba_n,prot_ba_m,prot_ba_sd,prot_ba_mdn,prot_ba_min,prot_ba_max,prot_ea_n,prot_ea_m,prot_ea_sd,prot_ea_mdn,prot_ea_min,prot_ea_max,prot_hl_n,prot_hl_m,prot_hl_sd,prot_hl_mdn,prot_hl_min,prot_hl_max,prot_me_n,prot_me_m,prot_me_sd,prot_me_mdn,prot_me_min,prot_me_max,prot_na_n,prot_na_m,prot_na_sd,prot_na_mdn,prot_na_min,prot_na_max,prot_pi_n,prot_pi_m,prot_pi_sd,prot_pi_mdn,prot_pi_min,prot_pi_max,prot_se_n,prot_se_m,prot_se_sd, prot_se_mdn ,prot_se_min,prot_se_max,prot_sa_n,prot_sa_m,prot_sa_sd,prot_sa_mdn,prot_sa_min,prot_sa_max,prot_wc_n,prot_wc_m,prot_wc_sd,prot_wc_mdn,prot_wc_min,prot_wc_max,age_m,age_sd,age_mdn,age_n,age_min,age_max,gender_fem,attract_m,attract_sd,attract_mdn,attract_n,attract_min,attract_max,happy_m,happy_sd,happy_mdn,happy_n,happy_min,happy_max
785-32,785,32,54,0.188,White,0.037,0.019,0.000,0.019,0.019,0.019,0.000,0.000,0.926,2,63.000,4.243,63.0,60,66,1,87.000,NA,87.0,87,87,NA,NA,NA,NA,NA,NA,1,36.000,NA,36.0,36,36,1,58.000,NA,58.0,58,58,1,96.000,NA,96.0,96,96,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,50,89.980,14.057,96.0,40,100,33.833,5.762,35.0,54,22,50,0.000,4.000,1.441,4.0,54.000,1,7,6.241,0.823,6.0,54,4,7
785-669,785,669,52,0.267,Black,0.635,0.019,0.173,0.096,0.000,0.154,0.038,0.115,0.250,33,63.848,24.076,63.0,19,100,1,5.000,NA,5.0,5,5,9,52.333,11.906,50.0,31,70,5,73.000,19.339,76.0,51,100,NA,NA,NA,NA,NA,NA,8,63.250,15.582,69.5,37,80,2,86.000,19.799, 86.0 ,72,100,6,70.667,30.389,78.0,20,100,13,43.923,20.402,50.0,10,82,34.096,5.399,34.0,52,21,55,0.019,4.346,1.558,4.0,52.000,1,7,6.212,0.893,6.5,52,4,7
785-1407,785,1407,52,0.143,Black,0.942,0.000,0.038,0.058,0.000,0.038,0.000,0.077,0.038,49,77.388,17.870,80.0,32,100,NA,NA,NA,NA,NA,NA,2,41.500,30.406,41.5,20,63,3,38.333,2.082,39.0,36,40,NA,NA,NA,NA,NA,NA,2,59.500,0.707,59.5,59,60,NA,NA,NA, NA ,NA,NA,4,51.500,13.229,46.5,42,71,2,17.500,14.849,17.5,7,28,32.346,4.878,32.5,52,24,45,0.000,4.808,1.155,5.0,52.000,2,7,6.038,0.839,6.0,52,4,7
1304-28,1304,28,52,0.173,Multiple,0.481,0.019,0.423,0.038,0.096,0.115,0.077,0.077,0.173,25,58.280,21.757,62.0,15,90,1,70.000,NA,70.0,70,70,22,72.273,23.082,74.0,20,100,2,50.000,14.142,50.0,40,60,5,54.200,21.568,56.0,20,73,6,68.000,21.392,70.0,38,100,4,48.250,29.170, 53.5 ,10,76,4,63.750,20.467,60.0,43,92,9,56.667,15.411,53.0,30,81,26.481,3.358,26.0,52,20,35,1.000,6.000,0.863,6.0,52.000,4,7,5.846,0.802,6.0,52,4,7
1304-44,1304,44,55,0.250,White,0.018,0.000,0.018,0.018,0.000,0.000,0.000,0.000,0.982,1,25.000,NA,25.0,25,25,NA,NA,NA,NA,NA,NA,1,50.000,NA,50.0,50,50,1,20.000,NA,20.0,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,54,92.370,8.753,94.0,62,100,25.709,3.436,25.0,55,19,36,1.000,5.836,1.032,6.0,55.000,3,7,5.600,0.894,6.0,55,3,7
1304-2320,1304,2320,52,0.071,Asian,0.019,0.385,0.058,0.000,0.115,0.135,0.423,0.019,0.269,1,25.000,NA,25.0,25,25,20,61.600,20.669,65.5,23,93,3,50.000,10.000,50.0,40,60,NA,NA,NA,NA,NA,NA,6,65.000,28.107,60.0,20,100,7,59.000,16.000,61.0,40,83,22,61.091,20.630, 67.0 ,10,95,1,56.000,NA,56.0,56,56,14,52.071,23.698,51.5,12,90,27.635,3.961,26.5,52,22,40,1.000,5.692,1.076,6.0,52.000,1,7,5.942,0.669,6.0,52,4,7
1304-3345,1304,3345,51,0.267,Multiple,0.059,0.098,0.471,0.039,0.059,0.137,0.000,0.039,0.569,3,60.333,10.504,60.0,50,71,5,47.000,33.838,50.0,15,100,24,70.333,20.299,79.0,25,100,2,40.000,29.698,40.0,19,61,3,43.333,21.079,49.0,20,61,7,51.857,23.906,52.0,10,81,NA,NA,NA, NA ,NA,NA,2,20.000,14.142,20.0,10,30,29,64.759,21.524,68.0,10,100,27.078,3.918,27.0,51,16,35,0.980,5.627,1.280,6.0,51.000,1,7,5.529,1.007,6.0,51,3,7
1304-3876,1304,3876,53,0.059,Black,0.830,0.019,0.038,0.019,0.038,0.151,0.075,0.057,0.057,44,75.977,19.266,80.0,30,100,1,39.000,NA,39.0,39,39,2,44.500,6.364,44.5,40,49,1,64.000,NA,64.0,64,64,2,68.500,20.506,68.5,54,83,8,58.125,22.061,59.5,16,85,4,41.250,20.156, 35.0 ,25,70,3,60.000,34.044,53.0,30,97,3,39.000,20.809,50.0,15,52,29.925,4.980,30.0,53,21,41,1.000,5.830,1.156,6.0,53.000,2,7,5.642,0.879,6.0,53,4,7
1365-27,1365,27,53,0.125,White,0.000,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.981,NA,NA,NA,NA,NA,NA,1,65.000,NA,65.0,65,65,1,36.000,NA,36.0,36,36,1,40.000,NA,40.0,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,90.500,15.871,99.0,31,100,33.340,4.715,33.0,53,25,45,0.981,5.151,1.262,5.0,53.000,1,7,6.264,0.923,6.0,53,3,7
1365-28,1365,28,56,0.188,Black,0.732,0.000,0.339,0.071,0.054,0.054,0.000,0.000,0.304,41,60.390,26.280,60.0,10,100,NA,NA,NA,NA,NA,NA,19,64.105,22.048,68.0,15,100,4,58.250,15.108,56.5,42,78,3,48.000,45.133,25.0,19,100,3,59.000,17.578,52.0,46,79,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,17,43.824,17.285,40.0,10,75,34.857,5.303,35.0,56,25,45,1.000,5.518,1.112,6.0,56.000,1,7,6.286,1.039,7.0,56,2,7
1365-38,1365,38,52,0.000,Multiple,0.250,0.077,0.442,0.115,0.096,0.135,0.115,0.038,0.404,13,44.615,23.606,36.0,20,92,4,59.250,27.729,49.5,38,100,23,61.435,17.241,63.0,35,100,6,64.000,9.187,63.5,50,77,5,67.600,19.882,70.0,35,85,7,64.571,21.330,71.0,21,86,6,59.333,15.135, 56.0 ,43,79,2,48.500,30.406,48.5,27,70,21,56.857,23.245,60.0,15,100,31.231,4.523,30.0,52,22,42,1.000,5.404,1.034,5.0,52.000,2,7,6.346,0.738,6.0,52,4,7
1365-71,1365,71,51,0.000,White,0.098,0.000,0.216,0.039,0.020,0.039,0.000,0.000,0.882,5,30.400,16.257,23.0,19,58,NA,NA,NA,NA,NA,NA,11,51.727,20.727,52.0,25,90,2,70.000,28.284,70.0,50,90,1,82.000,NA,82.0,82,82,2,34.500,27.577,34.5,15,54,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,45,77.022,19.472,80.0,33,100,36.863,6.151,36.0,51,24,51,1.000,5.255,1.246,5.0,51.000,1,7,6.373,0.692,6.0,51,4,7
1365-533,1365,533,51,0.000,Black,0.980,0.000,0.098,0.000,0.000,0.059,0.000,0.039,0.039,50,85.120,16.259,91.0,34,100,NA,NA,NA,NA,NA,NA,5,52.800,17.964,50.0,30,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,59.000,14.731,67.0,42,68,NA,NA,NA, NA ,NA,NA,2,68.000,24.042,68.0,51,85,2,40.500,0.707,40.5,40,41,36.529,6.018,36.0,51,25,48,1.000,5.471,1.239,6.0,51.000,2,7,6.431,0.855,7.0,51,4,7
1402-28,1402,28,53,0.176,Multiple,0.094,0.038,0.358,0.151,0.057,0.245,0.057,0.245,0.321,5,48.800,5.263,50.0,40,54,2,60.500,6.364,60.5,56,65,19,69.263,18.451,71.0,27,92,8,63.375,25.048,65.5,11,90,3,63.333,22.234,51.0,50,89,13,61.308,17.476,70.0,32,80,3,62.000,13.115, 60.0 ,50,76,13,69.538,21.562,71.0,35,100,17,52.059,19.217,50.0,19,98,27.396,4.289,27.0,53,20,39,1.000,5.868,0.981,6.0,53.000,3,7,5.170,0.955,5.0,53,3,7
1402-115,1402,115,54,0.167,Hispanic,0.000,0.056,0.519,0.056,0.037,0.111,0.148,0.130,0.389,NA,NA,NA,NA,NA,NA,3,41.333,23.459,49.0,15,60,28,67.786,19.128,70.0,30,95,3,66.667,30.551,60.0,40,100,2,75.500,13.435,75.5,66,85,6,75.167,14.621,75.5,58,92,8,61.625,19.183, 66.5 ,30,89,7,67.286,19.285,79.0,41,90,21,52.571,22.809,50.0,19,100,27.278,4.150,27.0,54,19,35,0.981,6.185,0.973,6.0,54.000,3,7,5.093,0.957,5.0,54,3,7
1402-533,1402,533,51,0.188,Multiple,0.314,0.039,0.059,0.059,0.039,0.353,0.137,0.412,0.039,16,59.438,17.025,61.5,30,95,2,60.500,6.364,60.5,56,65,3,35.000,16.523,36.0,18,51,3,66.333,24.132,60.0,46,93,2,45.500,36.062,45.5,20,71,18,69.500,25.901,71.0,10,100,7,68.143,22.799, 74.0 ,40,99,21,65.000,20.234,70.0,14,91,2,55.000,35.355,55.0,30,80,28.725,4.229,28.0,51,21,38,1.000,5.804,1.077,6.0,51.000,3,7,5.255,0.891,5.0,51,3,7
1402-1099,1402,1099,52,0.250,Asian,0.000,0.346,0.096,0.077,0.077,0.231,0.212,0.058,0.385,NA,NA,NA,NA,NA,NA,18,63.667,22.411,59.5,20,100,5,50.400,26.661,50.0,12,80,4,44.250,5.315,43.0,40,51,4,60.250,11.843,60.0,46,75,12,62.583,22.589,66.5,30,100,11,62.727,19.448, 60.0 ,40,100,3,56.000,12.166,50.0,48,70,20,55.850,20.379,60.0,0,93,26.692,3.734,26.0,52,19,34,1.000,6.231,0.757,6.0,52.000,5,7,5.135,0.841,5.0,52,3,7
1402-2829,1402,2829,50,0.267,White,0.000,0.000,0.120,0.060,0.040,0.020,0.000,0.040,0.900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,54.000,24.174,55.5,17,88,3,71.333,16.442,65.0,59,90,2,25.000,7.071,25.0,20,30,1,39.000,NA,39.0,39,39,NA,NA,NA, NA ,NA,NA,2,22.500,26.163,22.5,4,41,45,85.089,17.378,90.0,9,100,27.960,3.591,28.0,50,22,38,1.000,6.060,0.956,6.0,50.000,3,7,4.960,1.029,5.0,50,2,7
1407-3056,1407,3056,56,0.235,Hispanic,0.304,0.000,0.589,0.161,0.018,0.107,0.018,0.125,0.036,17,68.529,22.886,75.0,30,100,NA,NA,NA,NA,NA,NA,33,71.606,17.509,70.0,31,100,9,72.000,24.824,74.0,25,100,1,42.000,NA,42.0,42,42,6,65.000,18.504,60.5,40,91,1,55.000,NA, 55.0 ,55,55,7,61.000,17.176,58.0,42,92,2,49.500,0.707,49.5,49,50,36.473,5.610,36.0,55,24,51,0.000,4.200,1.471,4.0,55.000,1,7,3.691,1.230,4.0,55,1,6
1407-3167,1407,3167,50,0.071,Hispanic,0.040,0.200,0.540,0.040,0.040,0.160,0.080,0.060,0.220,2,13.500,4.950,13.5,10,17,10,61.900,22.728,64.5,8,84,27,73.296,18.512,75.0,40,100,2,52.500,31.820,52.5,30,75,2,29.500,28.991,29.5,9,50,8,59.250,20.968,54.0,33,90,4,54.250,15.196, 52.0 ,40,73,3,64.000,20.809,75.0,40,77,11,56.091,28.714,60.0,17,91,39.040,6.540,40.0,50,25,52,0.020,4.460,1.232,4.5,50.000,1,7,3.440,1.232,3.5,50,1,6
1407-3389,1407,3389,52,0.000,White,0.000,0.000,0.000,0.019,0.000,0.019,0.000,0.000,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50.000,NA,50.0,50,50,NA,NA,NA,NA,NA,NA,1,19.000,NA,19.0,19,19,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,51,91.196,12.881,95.0,50,100,34.731,6.212,35.0,52,22,50,0.000,3.942,1.243,4.0,52.000,1,6,3.269,1.223,3.0,52,1,6
1407-3876,1407,3876,51,0.200,Black,0.706,0.020,0.098,0.118,0.000,0.176,0.000,0.098,0.059,36,81.583,13.791,81.0,50,100,1,46.000,NA,46.0,46,46,5,41.200,22.654,42.0,20,74,6,50.500,30.540,60.0,7,85,NA,NA,NA,NA,NA,NA,9,58.222,16.154,60.0,31,85,NA,NA,NA, NA ,NA,NA,5,55.000,19.532,60.0,21,71,3,27.000,23.065,25.0,5,51,35.686,4.347,35.0,51,29,46,0.020,4.706,1.446,5.0,51.000,1,7,3.373,1.248,3.0,51,1,7
1407-752417,1407,752417,56,0.111,Multiple,0.036,0.179,0.482,0.054,0.036,0.071,0.214,0.071,0.089,2,41.000,12.728,41.0,32,50,10,57.600,22.282,54.0,23,98,27,73.111,18.779,75.0,34,100,3,53.333,10.408,50.0,45,65,2,60.000,28.284,60.0,40,80,4,60.250,17.633,60.0,39,82,12,60.500,26.089, 67.0 ,12,100,4,43.500,15.351,45.0,24,60,5,54.400,16.682,52.0,31,76,30.696,4.950,30.0,56,19,40,0.000,4.464,1.175,4.0,56.000,2,7,3.696,1.159,4.0,56,1,7
1506-75,1506,75,56,0.235,Black,0.893,0.000,0.107,0.018,0.000,0.036,0.000,0.143,0.018,50,82.660,18.086,90.0,30,100,NA,NA,NA,NA,NA,NA,6,48.000,30.751,49.0,10,92,1,100.000,NA,100.0,100,100,NA,NA,NA,NA,NA,NA,2,57.500,24.749,57.5,40,75,NA,NA,NA, NA ,NA,NA,8,39.250,18.752,30.0,19,75,1,15.000,NA,15.0,15,15,21.400,4.661,20.0,55,14,32,0.000,4.727,1.283,5.0,55.000,1,7,6.073,0.716,6.0,55,4,7
1506-288,1506,288,51,0.333,White,0.235,0.000,0.039,0.000,0.000,0.020,0.000,0.000,0.941,12,28.750,21.747,25.0,0,67,NA,NA,NA,NA,NA,NA,2,49.500,14.849,49.5,39,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85.000,NA,85.0,85,85,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,48,85.208,18.583,92.0,28,100,19.059,3.749,19.0,51,12,32,0.020,4.529,1.347,5.0,51.000,1,7,6.078,0.997,6.0,51,2,7
1506-1086,1506,1086,52,0.200,White,0.346,0.000,0.250,0.038,0.058,0.077,0.038,0.000,0.712,18,42.278,17.947,40.0,11,89,NA,NA,NA,NA,NA,NA,13,49.846,20.679,51.0,20,80,2,58.000,14.142,58.0,48,68,3,62.667,14.189,60.0,50,78,4,55.250,13.598,52.5,42,74,2,49.500,28.991, 49.5 ,29,70,NA,NA,NA,NA,NA,NA,37,66.432,19.547,65.0,24,100,20.731,4.020,20.0,52,10,28,0.038,4.808,1.715,5.0,52.000,1,7,6.135,0.817,6.0,52,4,7
1506-1119,1506,1119,54,0.125,Black,0.667,0.000,0.315,0.037,0.019,0.074,0.019,0.093,0.167,36,66.417,18.635,65.0,23,99,NA,NA,NA,NA,NA,NA,17,64.765,22.977,68.0,20,100,2,80.000,14.142,80.0,70,90,1,49.000,NA,49.0,49,49,4,65.500,23.014,54.5,53,100,1,71.000,NA, 71.0 ,71,71,5,71.200,17.370,75.0,48,92,9,33.222,10.414,31.0,20,50,19.185,3.343,19.0,54,14,30,0.019,4.778,1.284,5.0,54.000,2,7,6.148,0.763,6.0,54,5,7
2076-27,2076,27,54,0.176,White,0.185,0.019,0.056,0.000,0.000,0.019,0.037,0.019,0.926,10,31.700,16.627,27.0,10,66,1,25.000,NA,25.0,25,25,3,56.333,25.403,71.0,27,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40.000,NA,40.0,40,40,2,21.000,8.485, 21.0 ,15,27,1,91.000,NA,91.0,91,91,50,76.820,17.720,75.0,37,100,33.037,7.007,32.0,54,20,45,0.130,3.944,1.366,4.0,54.000,1,7,4.796,1.016,5.0,54,3,7
2076-47,2076,47,55,0.375,White,0.182,0.000,0.073,0.036,0.018,0.000,0.000,0.000,0.945,10,31.900,12.538,30.0,16,53,NA,NA,NA,NA,NA,NA,4,53.250,20.934,52.0,29,80,2,35.000,21.213,35.0,20,50,1,51.000,NA,51.0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,81.615,17.867,85.5,39,100,30.236,7.503,30.0,55,18,51,0.218,4.255,1.336,4.0,55.000,2,7,4.709,1.066,5.0,55,3,7
2076-489,2076,489,51,0.133,Black,0.863,0.000,0.137,0.039,0.020,0.118,0.078,0.098,0.118,44,73.227,17.219,71.5,25,100,NA,NA,NA,NA,NA,NA,7,58.429,26.095,69.0,15,84,2,44.500,6.364,44.5,40,49,1,29.000,NA,29.0,29,29,6,29.167,16.810,27.0,10,60,4,40.750,12.971, 37.5 ,29,59,5,52.200,17.866,50.0,30,80,6,31.833,24.145,21.0,10,75,34.176,7.758,35.0,51,14,54,0.000,4.255,1.230,4.0,51.000,1,7,4.902,0.900,5.0,51,2,7
2076-533,2076,533,52,0.071,Black,0.769,0.058,0.077,0.019,0.058,0.135,0.077,0.115,0.038,3,74.925,24.147,81.0,16,100,,48.667,33.946,55.0,12,79,4,67.250,17.231,67.5,50,84,1,21.000,NA,21.0,21,21,3,32.667,22.030,34.0,10,54,7,57.857,27.474,64.0,20,100,4,59.750,12.842, 61.5 ,45,71,6,59.500,23.805,57.5,33,100,2,44.000,2.828,44.0,42,46,34.885,7.406,35.0,52,19,48,0.019,4.308,1.365,4.0,52.000,1,7,4.923,0.987,5.0,52,3,7
2076-1099,2076,1099,54,0.200,Asian,0.204,0.204,0.185,0.000,0.093,0.093,0.370,0.111,0.222,11,57.000,20.489,60.0,21,82,11,51.364,22.236,50.0,16,96,10,64.800,9.163,67.5,43,75,NA,NA,NA,NA,NA,NA,5,59.200,30.939,64.0,14,100,5,62.400,16.994,50.0,50,82,20,64.500,19.270, 68.5 ,25,90,6,60.167,9.347,59.5,50,76,12,33.167,12.037,31.5,9,50,31.278,8.240,31.0,54,16,55,0.019,4.074,1.286,4.0,54.000,1,7,4.778,1.076,5.0,54,2,7
2076-10830,2076,10830,54,0.313,Asian,0.093,0.222,0.185,0.000,0.037,0.185,0.574,0.056,0.130,5,42.800,11.520,40.0,30,61,12,68.750,19.098,73.5,25,90,10,67.200,22.409,72.0,9,90,NA,NA,NA,NA,NA,NA,2,34.500,21.920,34.5,19,50,10,66.000,15.656,67.5,41,90,31,60.387,18.202, 57.0 ,27,100,3,65.000,13.229,70.0,50,75,7,32.143,14.983,25.0,12,51,36.500,6.182,35.5,54,21,49,0.000,4.426,1.461,5.0,54.000,1,7,5.204,0.898,5.0,54,2,7
2079-31,2079,31,51,0.471,White,0.216,0.176,0.333,0.059,0.039,0.078,0.118,0.059,0.588,11,42.636,19.956,41.0,17,75,9,47.667,19.875,50.0,25,88,17,56.294,16.416,60.0,23,83,3,59.667,16.743,50.0,50,79,2,58.000,21.213,58.0,43,73,4,58.750,21.077,55.5,37,87,6,62.333,19.418, 68.5 ,25,80,3,46.333,14.572,51.0,30,58,30,52.933,17.368,53.0,18,86,32.784,6.742,32.0,51,21,55,0.000,4.235,1.193,4.0,51.000,1,7,4.588,0.983,5.0,51,3,7
2079-44,2079,44,52,0.235,White,0.192,0.058,0.250,0.058,0.058,0.135,0.000,0.038,0.750,10,30.000,12.220,29.5,12,50,3,55.333,24.440,50.0,34,82,13,45.615,29.655,43.0,4,100,3,41.000,20.664,35.0,24,64,3,56.000,12.000,56.0,44,68,7,41.000,17.626,35.0,18,64,NA,NA,NA, NA ,NA,NA,2,82.500,2.121,82.5,81,84,39,69.128,18.665,70.0,39,100,31.596,5.849,32.5,52,20,45,0.038,4.442,1.195,4.0,52.000,1,7,4.442,0.958,5.0,52,2,7
2079-151,2079,151,51,0.200,Asian,0.431,0.255,0.137,0.000,0.059,0.294,0.392,0.137,0.059,22,56.091,21.005,57.5,15,100,13,49.385,21.735,45.0,15,90,7,52.571,19.747,50.0,29,90,NA,NA,NA,NA,NA,NA,3,61.000,30.265,71.0,27,85,15,63.067,17.487,65.0,30,85,20,59.450,22.225, 55.0 ,25,99,7,55.000,14.686,60.0,30,70,3,43.667,19.858,52.0,21,58,35.784,6.688,36.0,51,22,58,0.039,4.588,1.512,5.0,51.000,1,7,4.667,0.816,5.0,51,3,6
2079-706,2079,706,51,0.071,Asian,0.059,0.392,0.078,0.000,0.020,0.157,0.471,0.020,0.294,3,28.333,13.577,21.0,20,44,20,61.400,19.305,61.5,24,100,4,51.750,20.565,53.0,29,72,NA,NA,NA,NA,NA,NA,1,86.000,NA,86.0,86,86,8,60.500,22.110,58.5,25,100,24,58.292,20.888, 52.5 ,27,100,1,36.000,NA,36.0,36,36,15,44.800,16.324,50.0,19,73,36.720,5.296,36.5,50,28,50,0.000,3.780,1.516,4.0,50.000,1,7,4.200,1.229,4.0,50,2,7
2079-1229,2079,1229,52,0.056,Multiple,0.346,0.038,0.115,0.077,0.058,0.231,0.212,0.135,0.096,18,65.333,19.299,66.5,20,96,2,68.500,0.707,68.5,68,69,6,49.333,28.814,54.0,5,87,4,76.250,16.091,70.0,65,100,3,54.333,21.825,50.0,35,78,12,76.250,12.976,75.5,56,93,11,62.273,22.068, 65.0 ,34,100,7,70.429,18.814,70.0,50,100,5,41.000,7.416,40.0,30,50,33.442,5.237,34.0,52,23,45,0.000,4.423,1.334,4.5,52.000,1,7,4.558,0.998,5.0,52,2,7
2079-10510,2079,10510,51,0.063,Black,0.647,0.078,0.059,0.098,0.039,0.275,0.098,0.137,0.059,33,65.697,20.965,70.0,20,100,4,31.500,28.408,22.5,9,72,3,33.000,14.107,35.0,18,46,5,53.400,18.649,50.0,30,82,2,37.500,17.678,37.5,25,50,14,61.571,17.965,56.0,40,93,5,47.800,18.075, 51.0 ,21,67,7,57.286,19.163,65.0,29,75,3,23.667,25.697,20.0,0,51,39.765,5.248,40.0,51,27,49,0.000,4.137,1.327,4.0,51.000,1,7,4.314,1.010,4.0,51,2,6
2308-151,2308,151,54,0.438,Black,0.574,0.074,0.130,0.056,0.093,0.370,0.130,0.037,0.130,31,57.516,21.796,51.0,5,100,4,45.250,10.178,50.0,30,51,7,66.143,21.067,60.0,41,100,3,58.000,24.021,50.0,39,85,5,69.800,12.775,71.0,52,86,20,53.000,21.767,52.5,20,100,7,52.143,16.067, 50.0 ,36,78,2,68.500,12.021,68.5,60,77,7,36.714,13.877,40.0,16,51,35.963,6.022,35.0,54,25,50,0.019,4.241,1.400,4.0,54.000,1,7,3.333,1.099,3.0,54,1,7
2308-288,2308,288,52,0.500,White,0.115,0.000,0.058,0.019,0.019,0.000,0.000,0.000,0.962,6,39.333,20.442,36.0,17,75,NA,NA,NA,NA,NA,NA,3,28.333,19.218,25.0,11,49,1,5.000,NA,5.0,5,5,1,65.000,NA,65.0,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,50,85.780,16.490,91.0,35,100,28.519,5.913,27.0,52,18,44,0.038,4.154,1.406,4.5,52.000,1,7,3.385,1.191,4.0,52,1,6
2308-489,2308,489,51,0.133,Black,0.529,0.000,0.255,0.118,0.039,0.137,0.000,0.157,0.216,27,63.333,20.362,68.0,20,100,NA,NA,NA,NA,NA,NA,13,58.538,20.505,66.0,23,86,6,61.167,19.984,56.0,36,88,2,49.500,21.920,49.5,34,65,7,63.857,20.391,72.0,34,89,NA,NA,NA, NA ,NA,NA,8,61.875,24.369,66.0,15,86,11,29.273,12.721,28.0,10,50,35.373,7.023,35.0,51,20,50,0.039,4.157,1.286,4.0,51.000,1,7,3.431,0.964,4.0,51,1,5
2308-533,2308,533,56,0.313,Black,0.554,0.036,0.161,0.071,0.018,0.107,0.054,0.232,0.036,31,80.839,17.461,82.0,40,100,2,85.500,19.092,85.5,72,99,9,53.889,21.398,51.0,10,88,4,67.250,8.057,69.0,56,75,1,20.000,NA,20.0,20,20,6,65.667,28.402,78.0,21,92,3,67.333,5.132, 66.0 ,63,73,13,83.769,14.686,86.0,44,100,2,11.000,12.728,11.0,2,20,32.518,6.322,31.0,56,20,48,0.018,3.964,1.537,4.0,56.000,1,7,3.179,1.097,3.0,56,1,5
2308-706,2308,706,50,0.429,White,0.060,0.100,0.280,0.000,0.100,0.120,0.160,0.020,0.740,3,17.333,8.083,16.0,10,26,5,39.000,11.958,40.0,24,51,14,47.714,16.107,50.5,20,74,NA,NA,NA,NA,NA,NA,5,57.800,10.257,51.0,50,70,6,41.000,22.325,38.5,14,73,8,50.875,17.828, 52.0 ,25,75,1,100.000,NA,100.0,100,100,37,58.946,22.308,58.0,5,98,28.140,4.563,28.0,50,15,39,0.000,3.860,1.443,4.0,50.000,1,6,3.220,1.148,3.0,50,1,5
2308-1229,2308,1229,51,0.200,Multiple,0.196,0.000,0.373,0.137,0.039,0.196,0.098,0.137,0.118,10,66.300,28.241,67.5,20,100,NA,NA,NA,NA,NA,NA,19,68.789,19.725,72.0,35,100,7,67.857,20.359,70.0,43,100,2,68.000,7.071,68.0,63,73,10,70.900,15.481,69.0,50,97,5,59.800,30.906, 50.0 ,20,100,7,73.000,17.682,72.0,50,100,6,30.667,16.021,27.5,10,50,29.980,4.667,30.0,51,20,42,0.000,4.235,1.320,4.0,51.000,1,7,3.843,1.155,4.0,51,1,7
2308-1968,2308,1968,55,0.389,Black,0.564,0.000,0.127,0.164,0.018,0.200,0.036,0.182,0.091,31,71.935,22.146,75.0,26,100,NA,NA,NA,NA,NA,NA,7,51.000,21.331,50.0,22,82,9,58.556,18.736,55.0,33,90,1,40.000,NA,40.0,40,40,11,59.455,15.201,61.0,29,86,2,82.500,3.536, 82.5 ,80,85,10,62.500,16.133,59.5,39,92,5,33.600,6.229,35.0,25,41,36.273,8.227,35.0,55,17,60,0.000,3.236,1.515,3.0,55.000,1,7,2.727,1.027,3.0,55,1,5
2308-2353,2308,2353,52,0.529,Multiple,0.154,0.019,0.404,0.346,0.038,0.038,0.038,0.019,0.346,8,43.250,10.925,47.5,25,55,1,55.000,NA,55.0,55,55,21,64.857,19.569,69.0,20,100,18,56.944,23.396,64.0,10,95,2,46.500,17.678,46.5,34,59,2,83.500,12.021,83.5,75,92,2,58.500,2.121, 58.5 ,57,60,1,51.000,NA,51.0,51,51,18,57.722,18.908,60.0,19,87,31.365,5.160,30.5,52,22,45,0.000,4.462,1.075,4.0,52.000,1,7,3.442,0.978,3.5,52,1,7
